1. (ID: 1021, Score: 752)
65. (ID: 2043, Score: 587)
66. (ID: 62, Score: 586)
67. (ID: 4081, Score: 585)
68. (ID: 3091, Score: 585)
69. (ID: 1060, Score: 585)
70. (ID: 4019, Score: 582)
71. (ID: 4054, Score: 581)
72. (ID: 36, Score: 581)
73. (ID: 3037, Score: 579)
74. (ID: 1054, Score: 579)
75. (ID: 2083, Score: 578)
76. (ID: 2030, Score: 578)
77. (ID: 33, Score: 578)
78. (ID: 1018, Score: 577)
79. (ID: 2001, Score: 576)
80. (ID: 1029, Score: 576)
81. (ID: 4051, Score: 575)
82. (ID: 1050, Score: 575)
83. (ID: 4044, Score: 572)
84. (ID: 1044, Score: 572)
85. (ID: 2069, Score: 571)
86. (ID: 81, Score: 570)
87. (ID: 3005, Score: 569)
88. (ID: 46, Score: 569)
89. (ID: 2063, Score: 568)
90. (ID: 4028, Score: 567)
91. (ID: 2010, Score: 567)
92. (ID: 1030, Score: 566)
93. (ID: 2037, Score: 565)
94. (ID: 69, Score: 564)
95. (ID: 3068, Score: 562)
96. (ID: 2057, Score: 562)
97. (ID: 1003, Score: 562)
98. (ID: 4020, Score: 561)
99. (ID: 2012, Score: 560)
100. (ID: 1085, Score: 560)
101. (ID: 3011, Score: 559)
102. (ID: 1041, Score: 558)
103. (ID: 2018, Score: 557)
104. (ID: 3017, Score: 556)
105. (ID: 3087, Score: 556)
106. (ID: 87, Score: 556)
107. (ID: 3056, Score: 555)
108. (ID: 4038, Score: 552)
109. (ID: 1087, Score: 550)
110. (ID: 3028, Score: 548)
111. (ID: 3015, Score: 548)
112. (ID: 2077, Score: 548)
113. (ID: 21, Score: 548)
114. (ID: 2084, Score: 546)
115. (ID: 1033, Score: 546)
116. (ID: 3085, Score: 542)
117. (ID: 2025, Score: 541)
118. (ID: 4076, Score: 540)
119. (ID: 2076, Score: 540)
120. (ID: 72, Score: 540)
121. (ID: 4024, Score: 538)
122. (ID: 3086, Score: 538)
123. (ID: 1025, Score: 538)
124. (ID: 3021, Score: 537)
125. (ID: 5, Score: 537)
126. (ID: 2042, Score: 536)
127. (ID: 3027, Score: 535)
128. (ID: 1071, Score: 535)
129. (ID: 3019, Score: 534)
130. (ID: 1009, Score: 533)
131. (ID: 1036, Score: 532)
132. (ID: 4063, Score: 531)
133. (ID: 4041, Score: 531)
134. (ID: 3080, Score: 531)
135. (ID: 3001, Score: 531)
136. (ID: 1045, Score: 531)
137. (ID: 4005, Score: 530)
138. (ID: 3089, Score: 529)
139. (ID: 4078, Score: 525)
140. (ID: 3010, Score: 522)
141. (ID: 2087, Score: 522)
142. (ID: 64, Score: 522)
143. (ID: 3051, Score: 521)
144. (ID: 29, Score: 521)
145. (ID: 2027, Score: 520)
146. (ID: 4011, Score: 519)
147. (ID: 3058, Score: 519)
148. (ID: 20, Score: 518)
149. (ID: 4036, Score: 516)
150. (ID: 3029, Score: 516)
151. (ID: 3002, Score: 516)
152. (ID: 1064, Score: 516)
153. (ID: 49, Score: 516)
154. (ID: 4052, Score: 514)
155. (ID: 1058, Score: 514)
156. (ID: 4057, Score: 513)
157. (ID: 4084, Score: 512)
158. (ID: 3095, Score: 511)
159. (ID: 45, Score: 509)
160. (ID: 4, Score: 509)
161. (ID: 3, Score: 508)
162. (ID: 10, Score: 507)
163. (ID: 3003, Score: 506)
164. (ID: 1010, Score: 506)
165. (ID: 58, Score: 506)
166. (ID: 80, Score: 505)
167. (ID: 2086, Score: 504)
168. (ID: 2056, Score: 504)
169. (ID: 2, Score: 504)
170. (ID: 60, Score: 503)
171. (ID: 3073, Score: 502)
172. (ID: 4007, Score: 501)
173. (ID: 1067, Score: 501)
174. (ID: 1002, Score: 500)
175. (ID: 4013, Score: 499)
176. (ID: 4082, Score: 499)
177. (ID: 1051, Score: 498)
178. (ID: 4077, Score: 497)
179. (ID: 9, Score: 497)
180. (ID: 4008, Score: 494)
181. (ID: 3043, Score: 492)
182. (ID: 1095, Score: 491)
183. (ID: 4080, Score: 490)
184. (ID: 3090, Score: 490)
185. (ID: 2080, Score: 490)
186. (ID: 1014, Score: 490)
187. (ID: 1074, Score: 489)
188. (ID: 24, Score: 488)
189. (ID: 4026, Score: 487)
190. (ID: 4017, Score: 487)
191. (ID: 1063, Score: 487)
192. (ID: 1004, Score: 487)
193. (ID: 2038, Score: 486)
194. (ID: 2033, Score: 486)
195. (ID: 2045, Score: 486)
196. (ID: 4002, Score: 485)
197. (ID: 2091, Score: 485)
198. (ID: 1024, Score: 483)
199. (ID: 3054, Score: 481)
200. (ID: 44, Score: 481)
201. (ID: 4067, Score: 480)
202. (ID: 2068, Score: 480)
203. (ID: 3034, Score: 478)
204. (ID: 3046, Score: 477)
205. (ID: 86, Score: 477)
206. (ID: 4050, Score: 476)
207. (ID: 2003, Score: 475)
208. (ID: 4070, Score: 473)
209. (ID: 3030, Score: 473)
210. (ID: 3069, Score: 472)
211. (ID: 2047, Score: 470)
212. (ID: 66, Score: 470)
213. (ID: 3053, Score: 468)
214. (ID: 1091, Score: 468)
215. (ID: 42, Score: 468)
216. (ID: 4025, Score: 467)
217. (ID: 1019, Score: 467)
218. (ID: 8, Score: 467)
219. (ID: 1007, Score: 466)
220. (ID: 1069, Score: 465)
221. (ID: 2044, Score: 464)
222. (ID: 68, Score: 464)
223. (ID: 19, Score: 464)
224. (ID: 12, Score: 464)
225. (ID: 4035, Score: 462)
226. (ID: 3041, Score: 462)
227. (ID: 61, Score: 460)
228. (ID: 3014, Score: 459)
229. (ID: 1070, Score: 457)
230. (ID: 63, Score: 457)
231. (ID: 3066, Score: 456)
232. (ID: 1079, Score: 456)
233. (ID: 1062, Score: 456)
234. (ID: 39, Score: 455)
235. (ID: 4022, Score: 454)
236. (ID: 1092, Score: 454)
237. (ID: 3065, Score: 453)
238. (ID: 2036, Score: 453)
239. (ID: 1086, Score: 452)
240. (ID: 4010, Score: 451)
241. (ID: 2023, Score: 451)
242. (ID: 77, Score: 451)
243. (ID: 3031, Score: 450)
244. (ID: 3078, Score: 448)
245. (ID: 3049, Score: 448)
246. (ID: 1052, Score: 448)
247. (ID: 53, Score: 447)
248. (ID: 50, Score: 447)
249. (ID: 3061, Score: 446)
250. (ID: 3036, Score: 446)
251. (ID: 2067, Score: 446)
252. (ID: 3057, Score: 445)
253. (ID: 2081, Score: 445)
254. (ID: 1022, Score: 445)
255. (ID: 2093, Score: 444)
256. (ID: 1005, Score: 444)
257. (ID: 4060, Score: 443)
258. (ID: 4055, Score: 442)
259. (ID: 3038, Score: 442)
260. (ID: 3012, Score: 442)
261. (ID: 65, Score: 442)
262. (ID: 73, Score: 441)
263. (ID: 1059, Score: 439)
264. (ID: 2019, Score: 437)
265. (ID: 4064, Score: 435)
266. (ID: 4003, Score: 435)
267. (ID: 2006, Score: 435)
268. (ID: 2061, Score: 432)
269. (ID: 1084, Score: 432)
270. (ID: 1008, Score: 432)
271. (ID: 52, Score: 432)
272. (ID: 2053, Score: 431)
273. (ID: 14, Score: 431)
274. (ID: 40, Score: 430)
275. (ID: 1073, Score: 429)
276. (ID: 3008, Score: 428)
277. (ID: 3094, Score: 427)
278. (ID: 22, Score: 427)
279. (ID: 2024, Score: 426)
280. (ID: 2034, Score: 424)
281. (ID: 1057, Score: 424)
282. (ID: 51, Score: 423)
283. (ID: 4066, Score: 422)
284. (ID: 4049, Score: 422)
285. (ID: 1077, Score: 422)
286. (ID: 3055, Score: 421)
287. (ID: 3039, Score: 421)
288. (ID: 16, Score: 421)
289. (ID: 3063, Score: 420)
290. (ID: 1001, Score: 420)
291. (ID: 3092, Score: 419)
292. (ID: 3023, Score: 419)
293. (ID: 3025, Score: 417)
294. (ID: 48, Score: 417)
295. (ID: 31, Score: 415)
296. (ID: 4027, Score: 414)
297. (ID: 3045, Score: 414)
298. (ID: 1027, Score: 414)
299. (ID: 13, Score: 414)
300. (ID: 47, Score: 414)
301. (ID: 4073, Score: 413)
302. (ID: 3044, Score: 410)
303. (ID: 1061, Score: 409)
304. (ID: 4079, Score: 407)
305. (ID: 1088, Score: 407)
306. (ID: 1006, Score: 407)
307. (ID: 2035, Score: 405)
308. (ID: 4021, Score: 402)
309. (ID: 4015, Score: 402)
310. (ID: 2074, Score: 402)
311. (ID: 1, Score: 402)
312. (ID: 3072, Score: 401)
313. (ID: 2017, Score: 401)
314. (ID: 3060, Score: 399)
315. (ID: 1094, Score: 399)
316. (ID: 3077, Score: 398)
317. (ID: 2046, Score: 395)
318. (ID: 3096, Score: 393)
319. (ID: 4056, Score: 392)
320. (ID: 3020, Score: 392)
321. (ID: 2054, Score: 391)
322. (ID: 2031, Score: 391)
323. (ID: 1042, Score: 391)
324. (ID: 3059, Score: 389)
325. (ID: 1039, Score: 389)
326. (ID: 1011, Score: 389)
327. (ID: 1068, Score: 388)
328. (ID: 2064, Score: 386)
329. (ID: 3067, Score: 384)
330. (ID: 2052, Score: 384)
331. (ID: 76, Score: 384)
332. (ID: 2004, Score: 381)
333. (ID: 4075, Score: 380)
334. (ID: 2066, Score: 380)
335. (ID: 2039, Score: 379)
336. (ID: 2015, Score: 377)
337. (ID: 2013, Score: 377)
338. (ID: 2072, Score: 374)
339. (ID: 2051, Score: 374)
340. (ID: 17, Score: 374)
341. (ID: 4016, Score: 370)
342. (ID: 32, Score: 370)
343. (ID: 3075, Score: 368)
344. (ID: 1053, Score: 368)
345. (ID: 37, Score: 368)
346. (ID: 1093, Score: 364)
347. (ID: 2065, Score: 353)
348. (ID: 1031, Score: 353)
349. (ID: 2020, Score: 349)
350. (ID: 2032, Score: 346)
351. (ID: 4006, Score: 345)
352. (ID: 3024, Score: 345)
353. (ID: 3042, Score: 344)
354. (ID: 4034, Score: 340)
355. (ID: 2022, Score: 340)
356. (ID: 1020, Score: 328)
357. (ID: 3083, Score: 320)
358. (ID: 1048, Score: 316)
359. (ID: 1089, Score: 315)
360. (ID: 2071, Score: 314)
361. (ID: 67, Score: 313)
362. (ID: 2009, Score: 311)
363. (ID: 4042, Score: 309)
364. (ID: 3071, Score: 306)
365. (ID: 2050, Score: 305)
366. (ID: 4047, Score: 271)
